tag,freq, precision,recall,f_score,totalP,totalE
extjs3,543,0,0,0,0,0
google-spreadsheet,931,0,0,0,0,1
python-multithreading,168,0,0,0,0,0
internal-dns,422,0,0,0,0,0
scvmm,117,0,0,0,0,0
xbap,311,0,0,0,0,0
radiobuttonlist,329,0,0,0,0,0
ireport,1203,0,0,0,0,0
declarative,187,0,0,0,0,0
unicorn,552,0,0,0,0,0
remote-desktop,4560,0,0,0,0,0
xjc,227,0,0,0,0,0
contextmenu,1735,0,0,0,0,0
inherit,137,0,0,0,0,0
nullreferenceexception,739,0,0,0,0,0
chronometer,102,0,0,0,0,0
nlog,489,1.0,1.0,1.0,1,1
netezza,100,0,0,0,0,0
claims,124,0,0,0,0,0
akka,719,0,0,0,0,0
ds.data-structures,321,0,0,0,0,0
asihttprequest,1256,0,0,0,0,0
protocol,186,0,0,0,0,0
terminal.app,382,0,0,0,0,0
bandwidth,1965,0,0,0,0,0
genetic-programming,141,0,0,0,0,0
graph-algorithms,664,0,0,0,0,0
blockui,135,0,0,0,0,0
shooting-technique,138,0,0,0,0,0
cross-product,113,0,0,0,0,0
agile,1940,0,0,0,0,0
character,1894,0,0,0,0,0
android-build,119,0,0,0,0,0
tuples,1401,0,0,0,0,0
affinity,142,0,0,0,0,0
directory-permissions,237,0,0,0,0,0
vertex-buffer,120,0,0,0,0,0
save,2763,0,0,0,0,0
settings-api,139,0,0,0,0,0
intuit-partner-platform,136,0,0,0,0,0
static-members,479,0,0,0,0,0
supervisord,210,0,0,0,0,0
onkeypress,145,0,0,0,0,0
http-live-streaming,393,0,0,0,0,0
hardware-failure,924,0,0,0,0,0
linked-list,2942,0,0,0,0,1
opa,171,0,0,0,0,0
background,5668,0,0,0,0,1
listpreference,112,0,0,0,0,0
clickable,255,0,0,0,0,0
httpsession,206,0,0,0,0,0
daemon,1456,0,0,0,1,0
submission,242,0,0,0,0,0
bashrc,369,0,0,0,0,0
rule-engine,181,0,0,0,0,0
system-programming,135,0,0,0,0,2
manual,249,0,0,0,0,0
switching,272,0,0,0,0,0
kentico,124,0,0,0,0,0
drawrect,513,0,0,0,0,1
form-validation,2454,0,0,0,0,1
pulse-audio,146,0,0,0,0,0
stress-testing,392,0,0,0,0,0
centos,13523,0,0,0,1,0
autowired,366,0,0,0,0,0
pom.xml,588,0,0,0,0,0
cassini,228,0,0,0,0,0
connection-string,1684,0,0,0,0,0
kannel,106,0,0,0,0,0
autofill,210,0,0,0,0,0
tabbar,576,0,0,0,0,0
paragraphs,631,0,0,0,0,0
httpresponse,823,0,0,0,0,1
lebesgue-integral,296,0,0,0,0,0
shapes,422,0,0,0,0,0
user-roles,541,0,0,0,0,1
rich-internet-application,158,0,0,0,0,0
bigdecimal,418,0,0,0,0,1
notification,152,0,0,0,0,0
swfupload,279,0,0,0,0,1
azure-web-sites,147,0,0,0,0,0
user32,149,0,0,0,0,0
midlet,254,0,0,0,0,0
getchar,125,0,0,0,0,0
localhost,3044,0,0,0,0,1
collada,155,0,0,0,0,0
microsoft-onenote,175,0,0,0,0,0
bold,452,0,0,0,0,0
subscriptions,122,0,0,0,0,0
submodule,215,0,0,0,0,0
sift,203,0,0,0,0,0
sifr,456,0,0,0,0,1
selectable,102,0,0,0,0,0
dual-monitor,358,0,0,0,0,0
super,307,0,0,0,0,0
codedom,290,0,0,0,0,0
postgresql,18471,0,0,0,0,1
vb6-migration,351,0,0,0,0,0
icriteria,153,0,0,0,0,0
google-reader,300,0,0,0,0,0
user-access,212,0,0,0,0,0
azure,7821,0,0,0,2,0
commit,1116,0,0,0,0,0
sprites,310,0,0,0,0,0
zend-framework-mvc,103,0,0,0,0,0
mojolicious,116,0,0,0,0,0
pinax,200,0,0,0,0,0
bukkit,113,0,0,0,0,0
sugarcrm,522,0,0,0,0,0
parsing,17471,0,0,0,0,1
libstdc++,133,0,0,0,0,0
nikon-d90,142,0,0,0,0,0
doctrine,3701,0,0,0,0,1
jena,476,0,0,0,0,0
power-consumption,104,0,0,0,0,0
xml-comments,175,0,0,0,0,0
memory-alignment,201,0,0,0,0,0
wireless-networking,7817,0,0,0,0,0
django-comments,129,0,0,0,0,0
editor,3522,0,0,0,0,0
heredoc,209,0,0,0,0,0
httpclient,1683,0,0,0,0,0
fork,1645,0,0,0,0,2
imageicon,214,0,0,0,0,0
delayed-job,847,0,0,0,0,0
traceroute,380,0,0,0,0,0
form,248,0,0,0,0,0
preg-match,1917,0,0,0,0,0
browser-extension,119,0,0,0,0,0
fireworks,101,0,0,0,0,0
computational-geometry,1238,0,0,0,0,0
edge-detection,196,0,0,0,0,0
code-cleanup,128,0,0,0,0,0
failure,133,0,0,0,0,0
synonym,149,0,0,0,0,0
disassembling,246,0,0,0,0,0
buildr,112,0,0,0,0,0
builds,156,0,0,0,0,0
streaming,4085,0,0,0,0,1
bounds,252,0,0,0,0,0
compiler-errors,3922,0,0,0,0,0
benchmarks,190,0,0,0,0,0
sharepoint-foundation,2025,0,0,0,0,0
boost-program-options,147,0,0,0,0,0
delete,5791,0,0,0,0,0
custom-post-type,487,0,0,0,0,0
facebook-insights,246,0,0,0,0,0
3.0,753,0,0,0,0,0
semicolon,128,0,0,0,0,0
recommendation-engine,170,0,0,0,0,0
sticky,226,0,0,0,0,0
microsoft-powerpoint-2007,114,0,0,0,0,0
floating,190,0,0,0,0,0
mailserver,309,0,0,0,0,0
batik,102,0,0,0,0,0
ssh-agent,264,0,0,0,0,0
flash-cs5.5,101,0,0,0,0,0
alerts,290,0,0,0,0,1
excel,24025,0.714285714286,0.625,0.666666666667,7,8
entity-framework-5,1208,0,0,0,0,0
entity-framework-4,6854,0,0,0,0,2
sybase,1246,0,0,0,0,1
digital,197,0,0,0,0,0
dynamic-range,111,0,0,0,0,0
jinternalframe,164,0,0,0,0,1
utilities,481,0,0,0,0,0
ligatures,135,0,0,0,0,0
iterm,188,0,0,0,0,0
nested-resources,174,0,0,0,0,0
adwhirl,229,0,0,0,0,0
macports,1020,0,0,0,0,0
didselectrowatindexpath,217,0,0,0,0,0
microsoft-certifications,121,0,0,0,0,0
pkcs#12,141,0,0,0,0,0
mouselistener,246,0,0,0,0,0
getjson,823,0,0,0,0,0
depth-of-field,203,0,0,0,0,0
hmac,267,0,0,0,0,0
slf4j,586,0,0,0,0,0
uniform-convergence,113,0,0,0,0,0
3dsmax,154,0,0,0,0,0
vertex-shader,155,0,0,0,0,0
separation-of-concerns,259,0,0,0,0,0
transaction-log,216,0,0,0,0,0
open-graph-protocol,144,0,0,0,0,0
empty-string,165,0,0,0,0,0
managed,538,0,0,0,0,0
twitter-bootstrap,6828,0.5,0.5,0.5,2,2
skip,179,0,0,0,0,0
static-content,206,0,0,0,0,0
operating-systems,1660,0,0,0,0,0
themes,4567,0,0,0,0,1
manager,487,0,0,0,0,0
informix,798,0,0,0,0,0
skin,254,0,0,0,0,0
window-resize,163,0,0,0,0,0
primes,589,0,0,0,0,0
custom-taxonomy,2329,0,0,0,0,1
menubar,468,0,0,0,0,0
technique,406,0,0,0,0,0
editors,508,0,0,0,0,0
countdown,517,0,0,0,0,0
finally,128,0,0,0,0,0
foursquare,865,0,0,0,0,0
web-inspector,101,0,0,0,0,0
aspx,112,0,0,0,0,0
a-star,282,0,0,0,0,0
smartphone,464,0,0,0,0,0
string,37802,0,0,0,0,4
media-library,425,0,0,0,0,0
x86-64,871,0,0,0,0,0
open-uri,111,0,0,0,0,0
erp,186,0,0,0,0,0
datetime,12427,0,0,0,0,1
ms-access-2010,728,0,0,0,0,0
jqgrid,5906,0.5,1.0,0.666666666667,2,1
freemarker,645,0,0,0,0,0
line-endings,138,0,0,0,0,0
discussion-board,191,0,0,0,0,0
function-pointers,1241,0,0,0,0,0
item,591,0,0,0,0,0
singleinstance,106,0,0,0,0,0
diy,182,0,0,0,0,1
ml,184,0,0,0,0,0
div,10464,0,0,0,0,4
round,411,0,0,0,0,1
dir,216,0,0,0,0,1
beanstalkd,103,0,0,0,0,0
web-framework,138,0,0,0,0,0
working-directory,137,0,0,0,0,0
font-awesome,123,0,0,0,0,0
forensics,116,0,0,0,0,0
oc4j,130,0,0,0,0,0
nsfilemanager,489,0,0,0,0,0
xy-pic,241,0,0,0,0,0
erd,304,0,0,0,0,0
hpricot,197,0,0,0,0,0
ssid,113,0,0,0,0,0
deduplication,223,0,0,0,0,0
x509certificate2,126,0,0,0,0,0
pyplot,161,0,0,0,0,0
language-features,747,0,0,0,0,0
reporting-services,7045,1.0,0.5,0.666666666667,1,2
ssis,4735,0,0,0,0,1
mv,221,0,0,0,0,0
ampersand,234,0,0,0,0,0
computer-architecture,462,0,0,0,0,0
mq,202,0,0,0,0,0
acpi,273,0,0,0,0,0
erb,799,0,0,0,0,0
security-policy,131,0,0,0,0,0
flexbox,118,0,0,0,0,0
aptana3,384,0,0,0,0,0
port-forwarding,1805,0,0,0,0,0
box2d-iphone,337,0,0,0,0,0
xcode4.5,1227,0,0,0,0,0
xcode4.4,190,0,0,0,0,0
xcode4.3,1279,0,0,0,0,0
xcode4.2,2369,0,0,0,0,0
teamviewer,159,0,0,0,0,0
wait,777,0,0,0,0,0
box,149,0,0,0,0,0
childbrowser,101,0,0,0,0,0
shift,306,0,0,0,0,0
stochastic-calculus,400,0,0,0,0,1
multicast,847,0,0,0,0,0
bom,125,0,0,0,0,0
boo,127,0,0,0,0,0
explain-plan,114,0,0,0,0,0
minecraft,424,0,0,0,0,0
revtex,139,0,0,0,0,0
fpdf,472,0,0,0,0,0
windows-store,189,0,0,0,0,0
ftpwebrequest,248,0,0,0,0,0
vs-extensibility,161,0,0,0,0,0
licensing,5227,0,0,0,0,0
perc,134,0,0,0,0,0
c-preprocessor,243,0,0,0,0,0
build.xml,169,0,0,0,0,1
mouseevent,1698,0,0,0,0,0
cg.comp-geom,310,0,0,0,0,0
recursive-query,240,0,0,0,0,0
perl,28641,0.5,0.666666666667,0.571428571429,8,6
connector,291,0,0,0,0,0
automated-install,183,0,0,0,0,0
stylesheet,1680,0,0,0,0,1
dbpedia,204,0,0,0,0,0
visio,695,0,0,0,0,0
encode,682,0,0,0,0,0
mouse-cursor,149,0,0,0,0,0
checkout,758,0,0,0,0,0
sectioning,2232,0,0,0,0,1
directx-9,257,0,0,0,0,0
sharing,1534,0,0,0,0,1
oom,163,0,0,0,0,0
opendns,162,0,0,0,0,0
pylint,180,0,0,0,0,0
ibooks,176,0,0,0,0,0
oop,19016,0,0,0,0,2
telerik-reporting,101,0,0,0,0,0
version-number,139,0,0,0,0,0
jlabel,856,0,0,0,0,1
bluetooth-lowenergy,180,0,0,0,0,0
nsmanagedobjectcontext,606,0,0,0,0,0
url-parameters,206,0,0,0,0,0
try-catch,1787,0,0,0,0,0
quoting,445,0,0,0,0,0
flv,865,0,0,0,0,0
reviews,111,0,0,0,0,0
win32gui,148,0,0,0,0,0
crossdomain.xml,162,0,0,0,0,0
reflector,199,0,0,0,0,0
django-rest-framework,106,0,0,0,0,0
nunit,2706,0,0,0,1,0
permutations,1168,0,0,0,0,0
agent,300,0,0,0,0,0
sample,325,0,0,0,0,0
manytomanyfield,106,0,0,0,0,0
oracleforms,278,0,0,0,0,0
c++11,5597,0,0,0,0,0
avcapturesession,297,0,0,0,0,1
code-efficiency,198,0,0,0,0,0
nvarchar,140,0,0,0,0,0
normalize,133,0,0,0,0,0
simulink,322,0,0,0,0,0
macosxserver,935,0,0,0,0,0
asmx,1720,0,0,0,0,0
ping,2065,0,0,0,0,0
embedded-fonts,179,0,0,0,0,0
provisioning,653,0,0,0,0,0
code-first-migrations,236,0,0,0,0,0
live-tile,104,0,0,0,0,0
foreach,4890,0,0,0,0,0
tile,260,0,0,0,0,0
stochastic-analysis,114,0,0,0,0,0
autofocus,494,0,0,0,0,0
map,6263,0,0,0,0,0
designer,713,0,0,0,0,0
modal,1538,0,0,0,0,0
max,1065,0,0,0,0,0
activexobject,170,0,0,0,0,0
sni,110,0,0,0,0,0
mac,11698,0,0,0,0,1
direct2d,151,0,0,0,0,0
messaging,1112,0,0,0,0,0
workflow-foundation,1121,0,0,0,0,0
microsoft-word,3260,0,0,0,0,1
man,367,0,0,0,0,0
outline,174,0,0,0,0,0
entity-framework,23978,0.4,0.5,0.444444444444,5,4
audio-recording,872,0,0,0,0,0
fluent,442,0,0,0,0,0
cascade,517,0,0,0,0,0
switch,2333,0,0,0,0,0
jail,114,0,0,0,0,0
lookup-tables,216,0,0,0,0,0
buddypress,785,0,0,0,0,0
subfloats,557,0,0,0,0,0
webstorm,134,0,0,0,0,0
gesture,652,0,0,0,0,0
couchapp,171,0,0,0,0,0
dojo,4871,1.0,1.0,1.0,1,1
integral-transforms,212,0,0,0,0,0
conditional-comments,141,0,0,0,0,0
entity,2263,0,0,0,0,1
shake,154,0,0,0,0,0
google-earth,539,0,0,0,0,1
image-rotation,265,0,0,0,0,0
memory-allocation,1647,0,0,0,0,1
virtual-functions,350,0,0,0,0,0
monitor,2070,0,0,0,0,0
document-management,228,0,0,0,0,0
policy,643,0,0,0,0,0
flex3,2880,0,0,0,0,0
main,707,0,0,0,0,0
flex4,3627,0,0,0,0,0
jquery-chosen,134,0,0,0,0,0
finance,1007,0,0,0,0,0
views,2644,0,0,0,0,1
stdvector,433,0,0,0,0,0
popover,400,0,0,0,0,0
file-download,2049,0,0,0,0,0
safari,5518,1.0,0.666666666667,0.8,2,3
nhibernate-criteria,213,0,0,0,0,0
approximation-hardness,113,0,0,0,0,0
pseudo-element,341,0,0,0,0,0
directories,307,0,0,0,0,0
ntlm,764,0,0,0,0,0
arrows,556,0,0,0,0,0
gerrit,266,0,0,0,0,0
texworks,179,0,0,0,0,0
admob,1571,0,0,0,0,1
code-duplication,201,0,0,0,0,1
x11,1676,0,0,0,0,0
redraw,200,0,0,0,0,0
xls,615,0,0,0,0,0
liquid-layout,109,0,0,0,0,0
binary-search,466,0,0,0,0,0
ecmascript-5,293,0,0,0,0,0
vim-plugin,162,0,0,0,0,0
google-oauth,160,0,0,0,0,0
conventions,546,0,0,0,0,0
unlock,112,0,0,0,0,0
fogbugz,163,0,0,0,0,0
reportlab,298,0,0,0,0,0
network-monitoring,744,0,0,0,0,1
jackson,1452,0,0,0,0,0
multiplayer,438,0,0,0,0,0
interference,138,0,0,0,0,0
poco,1075,0,0,0,0,0
nsoutlineview,298,0,0,0,0,0
code-first,1134,0,0,0,0,1
derived-class,345,0,0,0,0,0
idataerrorinfo,171,0,0,0,0,0
sensor,861,0,0,0,0,0
fourier-analysis,1915,0,0,0,0,0
goto,345,0,0,0,0,0
amazon-web-services,6485,0,0,0,0,0
scintilla,125,0,0,0,0,0
server-crashes,167,0,0,0,0,0
history.js,202,0,0,0,0,0
ajax,62239,0.666666666667,0.333333333333,0.444444444444,6,12
orm,7341,0,0,0,0,2
database-administration,598,0,0,0,0,0
phpexcel,606,0,0,0,0,0
directory-structure,671,0,0,0,0,0
language,1322,0,0,0,0,0
standby,237,0,0,0,0,0
headphones,295,0,0,0,0,0
xmodmap,172,0,0,0,0,0
registrar,121,0,0,0,0,0
app-engine-ndb,210,0,0,0,0,0
exchange-2003,1565,0,0,0,0,0
exchange-2007,1631,0,0,0,0,0
template-specialization,328,0,0,0,0,0
ms-media-foundation,124,0,0,0,0,0
rtsp,675,0,0,0,0,0
wake-on-lan,402,0,0,0,0,0
powerpoint-vba,313,0,0,0,0,0
sounds,328,0,0,0,0,0
law,242,0,0,0,0,0
workaround,182,0,0,0,0,0
onetomany,104,0,0,0,0,0
android-file,192,0,0,0,0,0
vsto,2113,0,0,0,0,0
servlet-3.0,227,0,0,0,0,0
continuous,142,0,0,0,0,0
struts2-jquery,123,0,0,0,0,0
wcf-binding,1006,0,0,0,0,0
blacklist,307,0,0,0,0,0
sqldependency,107,0,0,0,0,0
automapping,239,0,0,0,0,0
xmppframework,183,0,0,0,0,0
protected,358,0,0,0,0,0
airprint,100,0,0,0,0,0
zsh,1988,0,0,0,0,0
core-text,401,0,0,0,0,0
2d-games,103,0,0,0,0,0
hyperbolic-geometry,288,0,0,0,0,1
matlab-guide,203,0,0,0,0,0
image-manipulation,1291,0,0,0,0,0
job-control,144,0,0,0,0,0
dash,115,0,0,0,0,0
mechanize,1076,0,0,0,0,0
cassandra,2170,0,0,0,0,0
speakers,367,0,0,0,0,0
castor,111,0,0,0,0,0
filereader,374,0,0,0,0,0
bezier,262,0,0,0,0,0
upgrading,157,0,0,0,0,0
sysprep,238,0,0,0,0,0
hotspot,391,0,0,0,0,0
double-click,430,0,0,0,0,0
performance,39377,0,0,0,0,11
modulus,182,0,0,0,0,0
prime-numbers,1902,0,0,0,0,0
channel,285,0,0,0,0,0
windowbuilder,158,0,0,0,0,0
trace,812,0,0,0,0,0
artificial-intelligence,2121,0,0,0,0,1
track,170,0,0,0,0,0
c99,559,0,0,0,0,0
servicestack,893,1.0,1.0,1.0,1,1
libsvm,329,0,0,0,0,0
beta,331,0,0,0,0,0
pair,169,0,0,0,0,0
geodjango,233,0,0,0,0,0
vhosts,631,0,0,0,0,0
system-installation,291,0,0,0,0,0
colocation,164,0,0,0,0,0
kendo-ui,1496,0,0,0,0,0
flat-file,282,0,0,0,0,0
differential-topology,939,0,0,0,0,0
durandal,118,0,0,0,0,0
materialized-views,148,0,0,0,0,0
webbrowser-control,1877,0,0,0,0,1
jquery-hover,244,0,0,0,0,0
conditionals,786,0,0,0,0,0
rating,456,0,0,0,0,0
jquery-masonry,511,0,0,0,0,0
show,1016,0,0,0,0,0
lens-mount,104,0,0,0,0,0
stateless,120,0,0,0,0,0
biometrics,126,0,0,0,0,0
dice,331,0,0,0,0,0
android-menu,239,0,0,0,0,0
orthogonal-polynomials,126,0,0,0,0,0
ios-provisioning,113,0,0,0,0,0
tridion-2011,473,0,0,0,0,0
c#-2.0,1399,0,0,0,0,0
mac-address,844,0,0,0,0,0
ranking,382,0,0,0,0,0
managed-bean,370,0,0,0,0,0
get,4083,0,0,0,0,1
string-concatenation,425,0,0,0,0,0
stomp,130,0,0,0,0,0
nosetests,158,0,0,0,0,0
numericupdown,113,0,0,0,0,0
repo,248,0,0,0,0,0
batch-processing,607,0,0,0,0,1
httparty,154,0,0,0,0,0
geo,203,0,0,0,0,0
gem,3394,0,0,0,0,0
pdf-generation,2324,0,0,0,0,0
fusioncharts,234,0,0,0,0,0
lame,146,0,0,0,0,0
fql,1159,0,0,0,0,0
median,226,0,0,0,0,0
xpages-ssjs,133,0,0,0,0,0
yield,402,0,0,0,0,0
summary,155,0,0,0,0,0
truetype,105,0,0,0,0,0
apache-license,139,0,0,0,0,0
it.information-theory,123,0,0,0,0,0
wiki,1595,0,0,0,0,1
kernel,4777,0,0,0,0,2
server-configuration,418,0,0,0,0,2
thesis,160,0,0,0,0,0
microsoft-crm,101,0,0,0,0,0
google-cloud-storage,210,0,0,0,0,0
fullcalendar,1638,0,0,0,0,0
relative,425,0,0,0,0,0
seam,1322,0,0,0,0,2
piwik,128,0,0,0,0,0
bitarray,109,0,0,0,0,0
calendar,5326,0,0,0,0,0
user-interaction,118,0,0,0,0,0
android-animation,1012,0,0,0,0,0
computer-algebra-systems,185,0,0,0,0,0
php-apc,104,0,0,0,0,0
scheduled-task,607,0,0,0,0,0
label,2236,0,0,0,0,1
xtext,240,0,0,0,0,0
x.509,142,0,0,0,0,0
digest,192,0,0,0,0,0
reading,335,0,0,0,0,1
screen,3487,0,0,0,0,1
plupload,289,0,0,0,0,0
monkeypatching,213,0,0,0,0,0
infrastructure,386,0,0,0,0,0
parent,1276,0,0,0,0,1
sql-server-2008r2-express,135,0,0,0,0,0
virtualtreeview,147,0,0,0,0,0
parentheses,170,0,0,0,0,0
magento-1.4,645,0,0,0,0,0
magento-1.5,656,0,0,0,0,0
magento-1.6,333,0,0,0,0,0
magento-1.7,1051,0,0,0,0,0
nomenclature,210,0,0,0,0,0
mediatemple,206,0,0,0,0,0
redgate,105,0,0,0,0,0
aspect-ratio,258,0,0,0,0,1
decimals,101,0,0,0,0,0
symfony,1668,0,0,0,0,0
phpmyadmin,4388,0,0,0,0,0
scientific-linux,158,0,0,0,0,0
googlebot,196,0,0,0,0,0
cancer,117,0,0,0,0,0
firewall,5793,0,0,0,1,0
plugin-nextgen-gallery,145,0,0,0,0,0
android-scrollview,171,0,0,0,0,0
git-pull,197,0,0,0,0,0
eventmachine,434,0,0,0,0,0
data-view-web-part,417,0,0,0,0,0
cancel,369,0,0,0,0,1
operator-theory,1066,0,0,0,0,0
visual-basic,100,0,0,0,0,0
tuning,261,0,0,0,0,0
wubi,168,0,0,0,0,0
access-denied,591,0,0,0,0,0
encryption,11417,0,0,0,0,2
adfs,335,0,0,0,0,0
.net-2.0,2404,0,0,0,0,0
production,459,0,0,0,0,1
psexec,365,0,0,0,0,0
user-accounts,1882,0,0,0,0,0
powerpivot,154,0,0,0,0,0
shopping,178,0,0,0,0,0
content-disposition,141,0,0,0,0,0
visual-web-developer,286,0,0,0,0,0
exporting,101,0,0,0,0,0
traversal,611,0,0,0,0,0
bmp,353,0,0,0,0,0
static-typing,143,0,0,0,0,0
embedded-resource,785,0,0,0,0,0
declaration,887,0,0,0,0,0
bayesian,381,0,0,0,0,0
encapsulation,693,0,0,0,0,0
api-design,338,0,0,0,0,0
virtualmin,171,0,0,0,0,0
sound,517,0,0,0,0,0
ubuntu-9.04,453,0,0,0,0,0
hdr,209,0,0,0,0,0
fluent-nhibernate,4355,0,0,0,0,1
profiles,355,0,0,0,0,0
profiler,740,0,0,0,0,0
compile,530,0,0,0,0,0
hdd,165,0,0,0,0,0
linux-networking,922,0,0,0,0,1
rhodes,210,0,0,0,0,0
margin,1076,0,0,0,0,0
cq5,196,0,0,0,0,0
external-list,133,0,0,0,0,0
conferences,129,0,0,0,0,0
email-headers,138,0,0,0,0,0
cluster,991,0,0,0,0,0
visual-studio-express,416,0,0,0,0,0
wordnet,226,0,0,0,0,0
idisposable,708,0,0,0,0,0
httpserver,120,0,0,0,0,0
whois,367,0,0,0,0,0
saml,433,0,0,0,0,0
group-by,3429,0,0,0,0,0
same,166,0,0,0,0,0
configurable,100,0,0,0,0,0
pptp,570,0,0,0,0,1
authentication,15932,0,0,0,0,4
code-analysis,873,0,0,0,0,0
speech,297,0,0,0,0,0
arguments,2487,0,0,0,0,0
soapheader,112,0,0,0,0,0
pam,769,0,0,0,0,1
pan,144,0,0,0,0,0
ocunit,229,0,0,0,0,0
third-party,457,0,0,0,0,0
html-encode,286,0,0,0,0,0
emacs24,112,0,0,0,0,0
running,186,0,0,0,0,0
cakephp-2.0,1785,0,0,0,0,0
cakephp-2.1,665,0,0,0,0,0
cakephp-2.2,170,0,0,0,0,0
emacs23,224,0,0,0,0,0
expandablelistadapter,134,0,0,0,0,0
server-room,158,0,0,0,0,0
admin-menu,283,0,0,0,0,0
watin,958,0,0,0,1,0
macro,383,0,0,0,0,0
markup,824,0,0,0,0,1
table-of-contents,2209,0,0,0,0,0
ujs,143,0,0,0,0,0
pep8,114,0,0,0,0,0
watir,1068,0,0,0,0,0
bottle,301,0,0,0,0,0
tabwidget,256,0,0,0,0,0
upsert,183,0,0,0,0,0
java-web-start,528,0,0,0,0,0
net.tcp,155,0,0,0,0,0
jquery-ui-datepicker,515,0,0,0,0,0
money,298,0,0,0,0,0
jdom,244,0,0,0,0,0
sitecore,1429,1.0,1.0,1.0,1,1
marker,384,0,0,0,0,0
displaytag,362,0,0,0,0,0
autocad,319,0,0,0,0,0
sfinae,234,0,0,0,0,0
nas,1814,0,0,0,0,0
google-docs-api,632,0,0,0,0,0
mactex,210,0,0,0,0,0
zeta-functions,107,0,0,0,0,0
moq,1469,0,0,0,0,0
tikz-pgf,7378,0.5,1.0,0.666666666667,2,1
one-to-many,957,0,0,0,0,0
cloudera,251,0,0,0,0,0
grid,3824,0,0,0,1,1
database-schema,915,0,0,0,0,0
phpbb,367,0,0,0,0,0
web2py,744,0,0,0,0,0
vmware-converter,115,0,0,0,0,0
mod,219,0,0,0,0,0
gnome3,457,0,0,0,0,0
avaudioplayer,1142,0,0,0,0,0
ifstream,449,0,0,0,0,0
anonymous-class,225,0,0,0,0,0
server,2492,0,0,0,0,1
unique-ptr,198,0,0,0,0,0
asp.net-webforms,1249,0,0,0,0,0
nose,258,0,0,0,0,0
nsimage,293,0,0,0,0,0
affinetransform,126,0,0,0,0,0
imagej,100,0,0,0,0,0
system-administration,148,0,0,0,0,0
self-signed,263,0,0,0,0,0
readdir,113,0,0,0,0,0
fatal-error,553,0,0,0,0,0
erase,240,0,0,0,0,0
images,3954,0,0,0,0,0
compact-operators,123,0,0,0,0,0
organizing,134,0,0,0,0,0
matching,650,0,0,0,0,1
confirm,256,0,0,0,0,0
kml,1154,0,0,0,0,0
subrepos,102,0,0,0,0,0
hour,100,0,0,0,0,0
mxmlc,195,0,0,0,0,0
inject,217,0,0,0,0,0
special-folders,119,0,0,0,0,0
affiliate,115,0,0,0,0,0
particles,134,0,0,0,0,0
android-imageview,976,0,0,0,0,0
complextype,151,0,0,0,0,0
databound,134,0,0,0,0,0
timesync,200,0,0,0,0,0
hibernate-envers,160,0,0,0,0,0
jquery-post,115,0,0,0,0,0
xhtml-1.0-strict,151,0,0,0,0,0
standard-deviation,321,0,0,0,0,0
coverflow,244,0,0,0,0,0
theorems,680,0,0,0,0,0
xna,4475,0,0,0,0,1
puppetmaster,103,0,0,0,0,0
android-2.3,164,0,0,0,0,0
android-2.2,228,0,0,0,0,0
hotkey,110,0,0,0,0,0
detailsview,428,0,0,0,0,0
cable-modem,152,0,0,0,0,0
pdflatex,195,0,0,0,0,0
spring-webflow-2,117,0,0,0,0,0
production-environment,720,0,0,0,0,0
inbox,167,0,0,0,0,0
image-gallery,528,0,0,0,0,1
floating-accuracy,330,0,0,0,0,0
xml-validation,257,0,0,0,0,0
spline,206,0,0,0,0,0
mingw32,164,0,0,0,0,0
styling,680,0,0,0,0,1
decode,803,0,0,0,0,1
ipv4,649,0,0,0,0,0
ipv6,2285,0,0,0,0,0
activity-finish,108,0,0,0,0,0
nsdocument,222,0,0,0,0,0
shoutcast,208,0,0,0,0,0
slackware,322,0,0,0,0,0
tripod,211,0,0,0,0,0
com-interop,964,0,0,0,0,0
android-logcat,291,0,0,0,0,0
memory-deallocation,105,0,0,0,0,0
conditional-operator,278,0,0,0,0,0
self-join,220,0,0,0,0,0
gorm,1345,0,0,0,0,1
business-rules,237,0,0,0,0,0
white-balance,168,0,0,0,0,0
cacti,230,0,0,0,0,0
pacman,131,0,0,0,0,0
jradiobutton,120,0,0,0,0,0
minimum-spanning-tree,140,0,0,0,0,0
svg,5280,0,0,0,1,1
vhd,494,0,0,0,0,0
embed,2012,0,0,0,0,0
deadlock,1125,0,0,0,0,0
moles,270,0,0,0,0,0
playlists,159,0,0,0,0,0
videos,118,0,0,0,0,0
nstextfield,478,0,0,0,0,0
fail2ban,158,0,0,0,0,0
file,23406,0,0,0,0,5
sles,331,0,0,0,0,0
facebook-javascript-sdk,2062,0,0,0,0,0
lifetime,127,0,0,0,0,0
camera-basics,203,0,0,0,0,0
cables,143,0,0,0,0,0
film,286,0,0,0,0,0
fill,408,0,0,0,0,1
amazon-elb,221,0,0,0,0,0
shellcode,102,0,0,0,0,0
drivers,4713,0,0,0,0,0
hybrid,104,0,0,0,0,0
depth,199,0,0,0,0,0
wp-admin,1049,0,0,0,0,1
field,1412,0,0,0,0,0
prism,1670,0,0,0,0,0
cleanup,189,0,0,0,0,0
utf-8,6381,0,0,0,0,0
opacity,961,0,0,0,0,0
post-redirect-get,115,0,0,0,0,0
drawimage,163,0,0,0,0,0
screen-readers,154,0,0,0,0,1
windows-authentication,1315,0,0,0,0,0
vertex,244,0,0,0,0,0
winedt,116,0,0,0,0,0
ansi,598,0,0,0,0,1
